11,https://www.helzberg.com/dw/image/v2/BHDW_PRD/on/demandware.static/-/Sites-master-catalog-helzberg/default/dw3eac2cd6/images/2514197/2514197.jpg?sw=400&sh=400&sm=fit,Ring,Diamond,1 CT. T.W. Marquise Diamond Bypass Bridal Set in 14K Gold,1099.99,8,919.99
12,https://www.helzberg.com/dw/image/v2/BHDW_PRD/on/demandware.static/-/Sites-master-catalog-helzberg/default/dw0e4376c5/images/2541274/2541274.jpg?sw=400&sh=400&sm=fit,Ring,Diamond,Enchanted Disney Mulan 1/10 CT. T.W. Diamond Flower Stackable Band Set in Sterling Silver and 10K Rose Gold - Size 7,349.99,1,339.99
13,https://www.helzberg.com/dw/image/v2/BHDW_PRD/on/demandware.static/-/Sites-master-catalog-helzberg/default/dw1a77338c/images/2511450/2511450.jpg?sw=400&sh=400&sm=fit,Ring,Silver,Enchanted Disney Rapunzel 1/10 CT. T.W. Diamond Sun Tiara Ring in Sterling Silver and 10K Gold - Size 7,349.99,3,329.99
14,https://www.helzberg.com/dw/image/v2/BHDW_PRD/on/demandware.static/-/Sites-master-catalog-helzberg/default/dw7baf9cc4/images/2545468/2545468.jpg?sw=400&sh=400&sm=fit,Ring,Silver,Enchanted Disney Mulan Live Action Rhodolite and 1/6 CT. T.W. Diamond Ring in Sterling Silver and 10K Rose Gold,399.99,33,299.99
15,https://www.helzberg.com/dw/image/v2/BHDW_PRD/on/demandware.static/-/Sites-master-catalog-helzberg/default/dw56ee8bee/images/2087868/2087868.jpg?sw=400&sh=400&sm=fit,Ring,Silver,Cherished Promise Collection™ 1/20 CT. T.W. Diamond Splendid Promise Ring in Sterling Silver - Size 6,189.00,21,149.99
16,https://www.helzberg.com/dw/image/v2/BHDW_PRD/on/demandware.static/-/Sites-master-catalog-helzberg/default/dw3c2bb0a4/images/2717104/2717104.jpg?sw=400&sh=400&sm=fit,Ring,Silver,Mickey Mouse & Minnie Mouse 1/4 CT. T.W. Diamond Interlocking Ring in Sterling Silver and 10K Rose Gold - Size 7,339.99,50,169.99
17,https://www.helzberg.com/dw/image/v2/BHDW_PRD/on/demandware.static/-/Sites-master-catalog-helzberg/default/dw880a2765/images/2079552/2079552.jpg?sw=400&sh=400&sm=fit,Ring,Silver,Collector's Edition Enchanted Disney Beauty and the Beast 30th Anniversary Diamond Ring in Sterling Silver and 10K Gold,499.99,30,165.99
18,https://www.helzberg.com/dw/image/v2/BHDW_PRD/on/demandware.static/-/Sites-master-catalog-helzberg/default/dw2a620434/images/2714954/2714954.jpg?sw=400&sh=400&sm=fit,Ring,Silver,Marilyn Monroe™ Collection 1/5 CT. T.W. Diamond Bypass Shooting Star Ring Sterling Silver - Size 7,399.00,22,309.99
19,https://www.zales.com/productimages/processed/V-20339522_0_260.jpg?pristine=true,Earrings,Gold,Enchanted Disney Belle 1/10 CT. T.W. Diamond Rose Stud Earrings in 10K Gold,599.99,60,239.99
20,https://www.zales.com/productimages/processed/V-20292814_0_260.jpg?pristine=true,Earrings,Gold,Diamond Accent Loop Heart Stud Earrings in 10K Gold,149.00,26,109.99
21,https://www.zales.com/productimages/processed/V-20292118_0_260.jpg?pristine=true,Earrings,Gold,6.0mm Cushion-Cut Garnet Solitaire Stud Earrings in 10K Gold,149.00,23,109.99
22,https://www.zales.com/productimages/processed/V-20132618_0_260.jpg?pristine=true,Earrings,Gold,Vine Crawler Earrings in 14K Gold,199.00,25,149.99
23,https://www.zales.com/productimages/processed/V-20034063_0_260.jpg?pristine=true,Earrings,Gold,Elongated Teardrop Earrings in 14K Gold,179.00,22,139.99
24,https://www.zales.com/productimages/processed/V-20319977_0_260.jpg?pristine=true,Earrings,Gold,1.5 x 15.0mm Hoop Earrings in 10K Gold,109.00,27,79.99
25,https://www.zales.com/productimages/processed/V-20152137_0_260.jpg?pristine=true,Earrings,Diamond,1/4 CT. T.W. Diamond Solitaire Stud Earrings in 10K Gold,249.99,60,99.00
26,https://www.zales.com/productimages/processed/V-20155354_0_260.jpg?pristine=true,Earrings,Diamond,1/8 CT. T.W. Diamond Solitaire Heart-Shaped Stud Earrings in 10K White Gold,289.00,41,169.98
27,https://www.zales.com/productimages/processed/V-20108943_0_260.jpg?pristine=true,Earrings,Diamond,Enchanted Disney Belle 1/15 CT. T.W. Diamond Rose Stud Earrings in 10K Rose Gold,499.99,7,419.99
28,https://www.zales.com/productimages/processed/V-20311391_0_260.jpg?pristine=true,Earrings,Diamond,Enchanted Disney Villains Maleficent 1/5 CT. T.W. Enhanced Black Diamond Hoop Earrings in Black Rhodium Sterling Silver,249.99,19,189.99
29,https://www.zales.com/productimages/processed/V-20141494_0_260.jpg?pristine=true,Earrings,Diamond,Enchanted Disney Cinderella 1/10 CT. T.W. Diamond Slipper Stud Earrings in Sterling Silver and 10K Rose Gold,299.99,32,203.40
30,https://www.zales.com/productimages/processed/V-20320433_0_260.jpg?pristine=true,Earrings,Diamond,The Kindred Heart from Vera Wang Love Collection 1/3 CT. T.W. Diamond Interlocking Drop Earrings in Sterling Silver,499.99,15,449.99
31,https://www.zales.com/productimages/processed/V-20299316_0_260.jpg?pristine=true,Earrings,Silver,7.0mm Cushion-Cut Garnet and Lab-Created White Sapphire Stud Earrings in Sterling Silver,99.99,50,49.98
32,https://www.zales.com/productimages/processed/V-20309509_0_260.jpg?pristine=true,Earrings,Silver,1/5 CT. T.W. Diamond Twist J-Hoop Earrings in Sterling Silver,269.00,22,209.99
33,https://www.zales.com/productimages/processed/V-20353587_0_260.jpg?pristine=true,Earrings,Silver,Collector's Edition Enchanted Disney Beauty and the Beast 30th Anniversary Diamond Stud Earrings in Sterling Silver,499.99,44,319.99
34,https://www.zales.com/productimages/processed/V-19961793_0_260.jpg?pristine=true,Earrings,Silver,Enhanced Black and White Diamond Accent Abstract Infinity Drop Earrings in Sterling Silver,149.00,26,109.99
35,https://www.zales.com/productimages/processed/V-20341644_0_260.jpg?pristine=true,Earrings,Silver,The Kindred Heart from Vera Wang Love Collection Sapphire and 1/15 CT. T.W. Diamond Stud Earrings in Sterling Silver,399.99,10,319.99
36,https://www.zales.com/productimages/processed/V-20304122_0_260.jpg?pristine=true,Earrings,Silver,1/15 CT. T.W. Diamond Flower Stud Earrings in Sterling Silver,129.00,22,99.99
37,https://www.zales.com/productimages/processed/V-20308875_0_260.jpg?pristine=true,Necklace,Gold,Made in Italy "Blessed" Necklace in 10K Gold,229.00,21,179.99
38,https://www.zales.com/productimages/processed/V-20006240_0_260.jpg?pristine=true,Necklace,Gold,Sideways Infinity "Love" Necklace in 10K Gold - 17,179.00,22,139.99
39,https://www.zales.com/productimages/processed/V-20156497_0_260.jpg?pristine=true,Necklace,Gold,Sideways Leaf Vine Necklace in 10K Gold,229.00,21,179.99
40,https://www.zales.com/productimages/processed/V-20049229_0_260.jpg?pristine=true,Necklace,Gold,1/8 CT. T.W. Diamond Crown Necklace in 10K Gold - 16.5,299.00,36,189.99
41,https://www.zales.com/productimages/processed/V-20318377_0_260.jpg?pristine=true,Necklace,Gold,Enchanted Disney Anna 1/5 CT. T.W. Diamond Double Wheat Necklace in 10K Gold,699.99,33,467.40
42,https://www.zales.com/productimages/processed/V-20350654_0_260.jpg?pristine=true,Necklace,Gold,Remixed Reimagined 1/3 CT. T.W. Diamond Station Double Strand Necklace in 10K Gold - 22,799.00,21,629.99
43,https://www.zales.com/productimages/processed/V-20349668_0_260.jpg?pristine=true,Necklace,Diamond,1/2 CT. T.W. Diamond Double Heart Pendant in Sterling Silver,399.00,55,199.00
44,https://www.zales.com/productimages/processed/V-20320591_0_260.jpg?pristine=true,Necklace,Diamond,Enchanted Disney Belle 1/10 CT. T.W. Diamond Rose and Heart Pendant in Sterling Silver and 10K Rose Gold - 19,1069.00,44,599.98
45,https://www.zales.com/productimages/processed/V-20306724_0_260.jpg?pristine=true,Necklace,Diamond,1/6 CT. T.W. Diamond "Queen" Necklace in Sterling Silver and 10K Rose Gold,269.00,22,209.99
46,https://www.zales.com/productimages/processed/V-20053882_0_260.jpg?pristine=true,Necklace,Diamond,Diamond Accent Blue Family Tree Heart Locket in Sterling Silver,79.00,24,59.99
47,https://www.zales.com/productimages/processed/V-20320461_0_260.jpg?pristine=true,Necklace,Diamond,1 CT. T.W. Enhanced Black and White Diamond Ribbon Tilted Heart Pendant in 10K White Gold,849.00,21,669.99
48,https://www.zales.com/productimages/processed/V-20287672_0_260.jpg?pristine=true,Necklace,Diamond,Enchanted Disney Villains Maleficent 1/10 CT. T.W. Diamond Thorn Pendant in Sterling Silver with Black Rhodium - 19,399.00,22,309.99
49,https://www.zales.com/productimages/processed/V-20287179_0_260.jpg?pristine=true,Necklace,Silver,The Kindred Heart from Vera Wang Love Collection Tilted Pendant in Sterling Silver - 19,149.00,33,99.98
50,https://www.zales.com/productimages/processed/V-20320584_0_260.jpg?pristine=true,Necklace,Silver,Enchanted Disney Belle 1/10 CT. T.W. Diamond Rose and Circle Pendant in Sterling Silver and 10K Rose Gold - 19,179.00,22,139.99
51,https://www.zales.com/productimages/processed/V-20323213_0_260.jpg?pristine=true,Necklace,Silver,1/5 CT. T.W. Diamond Triple Swirl Heart Pendant in Sterling Silver and 10K Rose Gold,339.00,20,269.99
52,https://i.pinimg.com/564x/59/f8/7f/59f87fa0fb953873de515287848a570d.jpg,Necklace,Silver,1/5 CT. T.W. Diamond "Princess" Necklace in Sterling Silver,269.00,22,209.99
53,https://www.zales.com/productimages/processed/V-20180081_0_260.jpg?pristine=true,Necklace,Silver,1/20 CT. T.W. Diamond Open Circle Heart Knot Pendant in Sterling Silver and 10K Rose Gold,139.00,21,109.99
54,https://i.pinimg.com/564x/6d/00/05/6d0005a90dd2f90cc4314e80ac57b41b.jpg,Necklace,Silver,Marilyn Monroe™ Collection 1/5 CT. T.W. Diamond Double Strand Star Necklace in Sterling Silver,149.00,26,109.99
